1.5
1, 0.985999, 0.000312781, -31.2275, 0.00831375, 0.47979, 1.90396
2, 0.98671, 0.000120898, -31.2439, 0.0064792, 0.291407, 1.52507
3, 0.986595, 0.000125593, -31.2422, 0.00656352, 0.299041, 1.54483
4, 0.986497, 0.000122685, -31.233, 0.00650097, 0.293368, 1.5297
5, 0.986567, 0.00012238, -31.2378, 0.0064285, 0.286864, 1.51302
6, 0.986468, 0.000124092, -31.2322, 0.00658834, 0.301307, 1.55028
7, 0.986563, 0.000124538, -31.2383, 0.00656746, 0.2994, 1.54547
8, 0.986519, 0.000121523, -31.2328, 0.00647901, 0.291389, 1.52456
9, 0.986441, 0.000123009, -31.2306, 0.0064965, 0.292965, 1.5286
10, 0.986364, 0.000123237, -31.2269, 0.00649665, 0.292979, 1.52864
11, 0.986444, 0.000127253, -31.2301, 0.006698, 0.311421, 1.57555
12, 0.986528, 0.000123558, -31.235, 0.00650512, 0.293743, 1.53058
13, 0.986512, 0.000121895, -31.2329, 0.00645788, 0.289492, 1.5195
14, 0.986549, 0.000122175, -31.2353, 0.00650278, 0.293531, 1.53011
15, 0.986465, 0.000122499, -31.2318, 0.00651367, 0.294516, 1.53274
16, 0.98636, 0.000123648, -31.2242, 0.00655451, 0.29822, 1.5418
17, 0.986406, 0.000122768, -31.2283, 0.0064733, 0.290876, 1.52308
18, 0.986584, 0.000123749, -31.2383, 0.00657136, 0.299756, 1.54657
19, 0.986417, 0.000121636, -31.2267, 0.00650662, 0.293878, 1.5306
20, 0.986495, 0.000123036, -31.2316, 0.00658465, 0.300969, 1.54924
21, 0.986624, 0.000123276, -31.2398, 0.00653247, 0.296218, 1.53744
22, 0.986496, 0.000122057, -31.2328, 0.00646913, 0.290502, 1.522
23, 0.986665, 0.000128402, -31.2438, 0.00675714, 0.316944, 1.59021
24, 0.986543, 0.0001199, -31.2333, 0.00641118, 0.28532, 1.50863
25, 0.986547, 0.000123857, -31.237, 0.00655778, 0.298518, 1.54324
26, 0.986543, 0.000121961, -31.2361, 0.00649077, 0.292448, 1.52756
