2.37878, 5.17309
8.21965, 7.77902
4.28442, 0.112943
7.65674, 1.35198
3.32939, 9.32456
9.70362, 0.810619
4.82894, 4.40588
4.61252, 2.50103
8.77213, 5.14789
1.74289, 8.11
6.69551, 6.62412
3.50158, 4.63738
5.65707, 9.24814
0.166663, 9.3378
1.19683, 5.02408
1.2708, 9.81619
4.42748, 5.69674
5.47826, 0.606381
6.95429, 8.94329
2.27929, 1.14065

2.35896, 5.17077
8.2281, 7.76098
4.3025, 0.121665
7.67669, 1.35343
3.33797, 9.34309
9.69298, 0.793524
4.82563, 4.38646
4.6135, 2.52103
8.77184, 5.1679
1.72311, 8.10705
6.71167, 6.61233
3.5209, 4.63198
5.64427, 9.26369
0.156265, 9.355
1.20881, 5.04042
1.2545, 9.80402
4.41136, 5.70812
5.46112, 0.59493
6.93496, 8.93705
2.28496, 1.12136

2.33949, 5.168
8.23634, 7.743
4.32097, 0.130001
7.69666, 1.35484
3.34721, 9.36225
9.68254, 0.775955
4.82126, 4.36776
4.61449, 2.54109
8.77155, 5.18792
1.70327, 8.10433
6.72791, 6.60061
3.54063, 4.62732
5.63188, 9.28
0.146536, 9.37288
1.22136, 5.05682
1.23758, 9.79161
4.39499, 5.7183
5.44323, 0.582345
6.91493, 8.93091
2.29053, 1.10181

2.32087, 5.16488
8.2444, 7.72506
4.33981, 0.137913
7.71667, 1.35621
3.35713, 9.38204
9.67233, 0.757858
4.81582, 4.34973
4.6155, 2.56123
8.77127, 5.20796
1.68338, 8.10187
6.74422, 6.58896
3.56085, 4.62338
5.61985, 9.29714
0.137339, 9.39143
1.23389, 5.07322
1.22014, 9.77903
4.37834, 5.72732
5.42463, 0.568583
6.89418, 8.9249
2.29601, 1.08201

2.30405, 5.16155
8.25227, 7.70715
4.35881, 0.145283
7.7367, 1.35754
3.36774, 9.40246
9.66236, 0.739166
4.80928, 4.33229
4.61651, 2.58148
8.77098, 5.22803
1.66343, 8.09967
6.76062, 6.57739
3.58169, 4.62012
5.6081, 9.31518
0.128459, 9.41064
1.24542, 5.08953
1.20238, 9.76634
4.3614, 5.7352
5.40558, 0.553683
6.87271, 8.91905
2.3014, 1.06196

2.29049, 5.15812
8.25997, 7.68925
4.37737, 0.151836
7.75677, 1.35883
3.37906, 9.42352
9.65266, 0.719809
4.80163, 4.3154
4.61754, 2.60186
8.77069, 5.24812
1.64341, 8.09772
6.77711, 6.5659
3.60324, 4.61752
5.5966, 9.33417
0.119578, 9.43048
1.25437, 5.10567
1.18456, 9.75363
4.34415, 5.74196
5.38673, 0.537861
6.85051, 8.91338
2.30672, 1.04167

2.28201, 5.15468
8.2675, 7.67134
4.39414, 0.157016
7.7769, 1.36007
3.39109, 9.4452
9.64328, 0.699708
4.79289, 4.29899
4.61858, 2.62241
8.7704, 5.26823
1.62332, 8.09603
6.7937, 6.55449
3.62556, 4.61556
5.58527, 9.3541
0.110254, 9.45089
1.25888, 5.12158
1.16708, 9.74104
4.32657, 5.7476
5.36947, 0.521661
6.82755, 8.90792
2.31196, 1.02113

2.28, 5.15123
8.27486, 7.65343
4.40665, 0.159873
7.79707, 1.36127
3.40384, 9.46751
9.63425, 0.678783
4.78311, 4.28301
4.61964, 2.64317
8.7701, 5.28838
1.60315, 8.09461
6.8104, 6.54316
3.64867, 4.61426
5.57408, 9.37487
0.0999293, 9.47182
1.2575, 5.13731
1.15046, 9.72867
4.30865, 5.75212
5.3563, 0.506125
6.80384, 8.90271
2.31715, 1.00035

2.28456, 5.14768
8.28207, 7.63548
4.41169, 0.159226
7.81731, 1.36243
3.41732, 9.49045
9.6256, 0.656963
4.77242, 4.26736
4.6207, 2.66417
8.76979, 5.30856
1.5829, 8.09345
6.82721, 6.53191
3.67248, 4.61364
5.56303, 9.39618
0.0879768, 9.49322
1.25011, 5.15296
1.13527, 9.71664
4.29038, 5.75551
5.35046, 0.492729
6.77937, 8.89777
2.32229, 0.979309

2.29437, 5.14395
8.28912, 7.61749
4.40717, 0.154383
7.83761, 1.36353
3.43148, 9.51397
9.61737, 0.634209
4.76109, 4.25191
4.62178, 2.68546
8.76947, 5.32877
1.56257, 8.09258
6.84414, 6.52075
3.69676, 4.6138
5.55217, 9.41739
0.0738352, 9.51507
1.23798, 5.16862
1.12205, 9.705
4.27175, 5.75776
5.35399, 0.482824
6.75412, 8.89313
2.32739, 0.958013

2.30755, 5.14001
8.29601, 7.59945
4.39422, 0.145842
7.858, 1.36458
3.44613, 9.53796
9.60953, 0.610576
4.74961, 4.23643
4.62287, 2.7071
8.76913, 5.34902
1.54215, 8.09199
6.8612, 6.50968
3.72103, 4.61492
5.54167, 9.43735
0.0571882, 9.5373
1.22297, 5.18436
1.11111, 9.69375
4.25277, 5.75883
5.36577, 0.477157
6.72809, 8.88882
2.33246, 0.936454

2.32248, 5.13588
8.30275, 7.58135
4.37651, 0.135055
7.87846, 1.36557
3.46074, 9.56209
9.60199, 0.586345
4.73874, 4.22057
4.62398, 2.72916
8.76878, 5.36932
1.52164, 8.0917
6.87839, 6.4987
3.74453, 4.6173
5.53174, 9.45437
0.0381426, 9.55972
1.2067, 5.20014
1.10245, 9.68281
4.23343, 5.75874
5.38246, 0.476287
6.70127, 8.88487
2.33753, 0.914624

2.33806, 5.13161
8.30934, 7.56316
4.35838, 0.12389
7.89902, 1.36651
3.47395, 9.58551
9.59441, 0.562311
4.72957, 4.20378
4.6251, 2.7517
8.7684, 5.38966
1.50105, 8.09171
6.89573, 6.48781
3.76616, 4.6214
5.52257, 9.46655
0.0173572, 9.58163
1.19027, 5.21593
1.09573, 9.67205
4.21374, 5.75746
5.40089, 0.481066
6.67364, 8.88131
2.3426, 0.89251

2.35366, 5.12725
8.31577, 7.54489
4.34445, 0.114643
7.91967, 1.36738
3.48297, 9.60658
9.58599, 0.540312
4.72332, 4.18537
4.62623, 2.77481
8.768, 5.41006
1.48036, 8.09204
6.91322, 6.47702
3.78469, 4.6278
5.51416, 9.47265
9.99615, 9.60132
1.17431, 5.23169
1.09043, 9.66135
4.19373, 5.75503
5.41921, 0.492084
6.64521, 8.87817
2.34769, 0.870101

2.36898, 5.12283
8.32204, 7.52651
4.33962, 0.109901
7.94042, 1.36818
3.48377, 9.62303
9.57521, 0.523785
4.7209, 4.1647
4.62739, 2.79858
8.76758, 5.43052
1.45958, 8.09269
6.93088, 6.46632
3.79916, 4.63698
5.50634, 9.47286
9.9766, 9.61542
1.15913, 5.24739
1.08599, 9.65063
4.17343, 5.75152
5.43671, 0.50881
6.61594, 8.87548
2.35282, 0.847381

2.38391, 5.1184
8.32816, 7.508
4.34679, 0.111078
7.96127, 1.36891
3.4738, 9.63359
9.56016, 0.517013
4.7224, 4.14143
4.62857, 2.82313
8.76712, 5.45105
1.4387, 8.0937
6.94872, 6.45572
3.8094, 4.64903
5.49887, 9.46867
9.96107, 9.61968
1.14485, 5.26299
1.08195, 9.63983
4.15288, 5.74704
5.4533, 0.529621
6.58581, 8.87327
2.35802, 0.824331

2.39845, 5.11397
8.33411, 7.48937
4.36445, 0.117094
7.98225, 1.36956
3.45467, 9.6394
9.53995, 0.521831
4.72705, 4.11569
4.62979, 2.84857
8.76662, 5.47165
1.41773, 8.09507
6.96675, 6.44523
3.81607, 4.66344
5.49153, 9.46192
9.95071, 9.61231
1.13151, 5.27849
1.07803, 9.62893
4.13215, 5.74187
5.46903, 0.552617
6.55484, 8.87154
2.36331, 0.800924

2.41266, 5.10954
8.3399, 7.47058
4.38864, 0.125628
8.00337, 1.37011
3.43037, 9.6428
9.5157, 0.535611
