1.5, 0.986483, 6.16886e-05, -62.4332, 0.0065237, 0.295423, 3.07119
1.72222, 0.967449, 0.000111371, -60.4866, 0.0101365, 0.6212, 4.02642
1.94444, 0.927581, 0.000218685, -57.0588, 0.015123, 1.2247, 5.01874
2.16667, 0.821601, 0.000701973, -50.8782, 0.0236235, 2.6819, 6.27094
2.38889, 0.168212, 0.00236325, -38.945, 0.0253322, 2.79703, 4.6767
2.61111, 0.0738208, 0.00108607, -32.656, 0.0212434, 1.79959, 3.00762
2.83333, 0.0500038, 0.000748458, -28.5228, 0.0195501, 1.40459, 2.22783
3.05556, 0.0401632, 0.000594235, -25.4588, 0.018729, 1.19533, 1.76621
3.27778, 0.0344772, 0.000507224, -23.0643, 0.0175266, 0.97581, 1.39626
3.5, 0.0312781, 0.000457302, -21.1194, 0.016984, 0.858145, 1.16047
