1.5, 0.986061, 0.000320886, -124.779, 0.0653029, 0.296021, 61.4417
1.72222, 0.967826, 0.000548483, -121.04, 0.0964315, 0.562207, 76.6534
1.94444, 0.926965, 0.00107016, -114.03, 0.142429, 1.0863, 94.4724
2.16667, 0.825446, 0.00295912, -101.986, 0.221798, 2.36414, 118.143
2.38889, 0.0923193, 0.0173886, -77.6475, 0.299575, 3.91168, 110.354
2.61111, 0.0324084, 0.00466388, -65.2119, 0.221129, 1.9499, 62.4855
2.83333, 0.0280408, 0.00417155, -57.0419, 0.195529, 1.40499, 44.5507
3.05556, 0.0172778, 0.00278808, -50.9797, 0.183901, 1.15246, 34.733
3.27778, 0.0159082, 0.00231506, -46.0614, 0.165813, 0.873384, 26.3949
3.5, 0.0168298, 0.00249822, -42.3761, 0.173494, 0.895465, 23.7871
