1.5, 0.986604, 0.000122151, -31.2224, 0.00646094, 0.289766, 1.51971
1.72222, 0.967745, 0.000222715, -30.2571, 0.0101639, 0.624562, 2.01733
1.94444, 0.927787, 0.000428753, -28.538, 0.0149156, 1.19134, 2.47301
2.16667, 0.820358, 0.00148394, -25.4396, 0.0234056, 2.63266, 3.09983
2.38889, 0.339286, 0.00392025, -19.639, 0.0273746, 3.26624, 2.56107
2.61111, 0.146896, 0.00211019, -16.3291, 0.0214773, 1.83943, 1.52339
2.83333, 0.101689, 0.00148349, -14.2726, 0.0194703, 1.39314, 1.11309
3.05556, 0.0803721, 0.00117378, -12.7389, 0.0184682, 1.16227, 0.873603
3.27778, 0.0703893, 0.0010351, -11.5349, 0.0177034, 0.995596, 0.705774
3.5, 0.0615625, 0.000912331, -10.5626, 0.0170928, 0.869174, 0.584555
