32
2.17, 46551.1, 46380.3
2.18158, 71433.4, 59005.4
2.19316, 72126.8, 60991.2
2.20474, 69251, 60950.3

64
2.17, 1915.87, 4721.01
2.18158, 2473.64, 5527.88
2.19316, 2372.14, 5570.36

128
2.17, 13433.9, 5324.99
2.18158, 13613.3, 5545.64
2.19316, 15398.1, 6098.41
2.20474, 18379.8, 6853.51
2.21632, 16315.5, 6691.96

256
2.17, 52812.5, 1467.59
2.18158, 61616.7, 1619.21
2.19316, 64473.4, 1775.48
2.20474, 72307.3, 1947.86
2.21632, 82711, 2104.81
2.22789, 92161, 2214.62
2.23947, 106880, 2498.85
2.25105, 119119, 2741.15
2.26263, 136141, 3004.18
2.27421, 150995, 3294.61
2.28579, 178269, 3400.52
2.29737, 193654, 3848.13
2.30895, 218595, 4317.57
2.32053, 245808, 4466.49
2.33211, 272243, 4501.54
2.34368, 290147, 4875.31
2.35526, 313445, 5143.73
2.36684, 323318, 5075.92
2.37842, 344049, 5342.31
2.39, 363361, 5569.46

512
2.17, 215348, 14410.7
2.18158, 240971, 15738.6
2.19316, 270860, 17337.7
2.20474, 298145, 18711.2
2.21632, 336528, 20883.2
2.22789, 379150, 22995.9
2.23947, 430485, 25511.6
2.25105, 488247, 28293.1
2.26263, 562537, 32162.8
2.27421, 651874, 36899.3
2.28579, 731015, 40241
2.29737, 868878, 47410.6
2.30895, 961185, 51628.2
2.32053, 1.02052e+06, 55056.7
2.33211, 1.12167e+06, 59835.1
2.34368, 1.19209e+06, 63715.5
2.35526, 1.26225e+06, 66849.5
2.36684, 1.31819e+06, 69953.5
2.37842, 1.3795e+06, 72835.3
2.39, 1.44998e+06, 76052

1024
2.17, 2.64798, 44.4759
2.18158, 2.7945, 45.1508
2.19316, 3.07211, 46.7495
2.20474, 3.2243, 47.2768
2.21632, 3.47187, 48.3698
2.22789, 3.94938, 50.8266
2.23947, 3.92277, 49.843

