1.5
4, 0.973299, 6.01583e-05, 1.35923, 6.18087e-05
8, 0.973301, 6.01188e-05, 2.05238, 6.17679e-05
12, 0.9733, 6.00556e-05, 2.45784, 6.17031e-05
16, 0.973302, 6.0111e-05, 2.74553, 6.17599e-05
20, 0.973303, 5.99956e-05, 2.96867, 6.16412e-05
24, 0.973302, 6.00455e-05, 3.15099, 6.16926e-05
28, 0.9733, 6.01565e-05, 3.30514, 6.18068e-05
32, 0.973304, 6.0107e-05, 3.43868, 6.17557e-05
36, 0.973302, 6.00539e-05, 3.55646, 6.17013e-05
40, 0.9733, 6.003e-05, 3.66182, 6.16767e-05
44, 0.9733, 6.00733e-05, 3.75713, 6.17213e-05
48, 0.973296, 6.01455e-05, 3.84413, 6.17957e-05
52, 0.973301, 6.00767e-05, 3.92418, 6.17247e-05
56, 0.973304, 6.01124e-05, 3.99829, 6.17612e-05
60, 0.973302, 6.01391e-05, 4.06728, 6.17888e-05
64, 0.973297, 6.02402e-05, 4.13182, 6.1893e-05

1.72222
4, 0.936241, 0.000106782, 1.32041, 0.000114054
8, 0.936168, 0.000107367, 2.01348, 0.000114688
12, 0.936169, 0.000107736, 2.41895, 0.000115082
16, 0.936164, 0.000107378, 2.70662, 0.0001147
20, 0.936166, 0.000107336, 2.92977, 0.000114655
24, 0.936183, 0.000107419, 3.11211, 0.000114742
28, 0.936182, 0.000107206, 3.26626, 0.000114514
32, 0.936172, 0.000107258, 3.39978, 0.000114571
36, 0.936175, 0.000107313, 3.51757, 0.000114629
40, 0.93618, 0.000107256, 3.62293, 0.000114568
44, 0.936171, 0.0001075, 3.71823, 0.000114829
48, 0.936181, 0.000107267, 3.80525, 0.00011458
52, 0.93617, 0.000107169, 3.88529, 0.000114476
56, 0.936175, 0.000107426, 3.9594, 0.00011475
60, 0.936177, 0.00010732, 4.02839, 0.000114637
64, 0.936169, 0.000108, 4.09292, 0.000115364

1.94444
4, 0.861841, 0.000190662, 1.23761, 0.000221226
8, 0.860767, 0.000199512, 1.92951, 0.000231784
12, 0.860747, 0.00019992, 2.33495, 0.000232264
16, 0.860751, 0.00020014, 2.62264, 0.000232517
20, 0.86075, 0.000200059, 2.84578, 0.000232424
24, 0.86072, 0.000199509, 3.02807, 0.000231793
28, 0.860718, 0.000200264, 3.18222, 0.000232671
32, 0.860721, 0.000199456, 3.31575, 0.000231731
36, 0.860718, 0.000199754, 3.43353, 0.000232079
40, 0.860738, 0.000200693, 3.53891, 0.000233164
44, 0.86073, 0.000199874, 3.63422, 0.000232214
48, 0.860705, 0.000200326, 3.7212, 0.000232746
52, 0.860725, 0.000199823, 3.80126, 0.000232156
56, 0.86069, 0.000199912, 3.87533, 0.00023227
60, 0.860746, 0.000199589, 3.94439, 0.000231879
64, 0.860694, 0.00020109, 4.00887, 0.000233637

2.16667
4, 0.696258, 0.000390999, 1.02426, 0.000561572
8, 0.68027, 0.000483382, 1.69418, 0.000710574
12, 0.676857, 0.000523419, 2.09461, 0.000773308
16, 0.675549, 0.00054663, 2.38036, 0.000809163
20, 0.675075, 0.000556315, 2.6028, 0.000824079
24, 0.675126, 0.000560349, 2.7852, 0.000829991
28, 0.675101, 0.000562151, 2.93931, 0.000832692
32, 0.675037, 0.000555734, 3.07275, 0.000823264
36, 0.675134, 0.000550948, 3.19067, 0.000816057
40, 0.675305, 0.000548392, 3.29629, 0.000812066
44, 0.675277, 0.000547787, 3.39156, 0.000811203
48, 0.675025, 0.000550885, 3.4782, 0.000816096
52, 0.674962, 0.000555685, 3.55814, 0.000823284
56, 0.674974, 0.000559172, 3.63227, 0.000828435
60, 0.675011, 0.000562616, 3.70132, 0.000833491
64, 0.674999, 0.000564565, 3.76584, 0.000836395

2.38889
4, 0.284814, 0.000609753, 0.130376, 0.00214088
8, 0.152249, 0.000822496, 0.197205, 0.0054023
12, 0.0918149, 0.000931132, 0.0969264, 0.0101414
16, 0.059831, 0.000995521, -0.0436421, 0.0166389
20, 0.0425192, 0.00102822, -0.162068, 0.0241825
24, 0.0312314, 0.00103986, -0.288277, 0.0332952
28, 0.0229767, 0.00103974, -0.44107, 0.0452519
32, 0.0174746, 0.00105733, -0.581272, 0.060507
36, 0.0127958, 0.00107003, -0.775121, 0.0836238
40, 0.00814514, 0.0010973, -1.12145, 0.134718
44, 0.00413833, 0.0011407, -1.70327, 0.275643
48, 0.000554102, 0.00119664, -3.62696, 2.15961
52, -4.36279e-05, 0.00123778, -6.08857, 28.3712
56, 0.000745361, 0.00126437, -3.17629, 1.69631
60, 0.0031229, 0.00131151, -1.67465, 0.419965
64, 0.00430273, 0.00135733, -1.28962, 0.315457

2.61111
4, 0.143502, 0.000458624, -0.555113, 0.00319594
8, 0.0429446, 0.000548275, -1.0684, 0.0127671
12, 0.0158648, 0.000577291, -1.65875, 0.0363882
16, 0.00743223, 0.000586241, -2.12934, 0.0788783
20, 0.00421829, 0.00058239, -2.47259, 0.138063
24, 0.00371506, 0.000586452, -2.41731, 0.157858
28, 0.00348562, 0.000580322, -2.3269, 0.16649
