2.27
1, 0.711344, 0.00016058
2, 0.602456, 0.000264085
3, 0.546535, 0.000341732
4, 0.511497, 0.000404604
5, 0.48679, 0.000458309
6, 0.468115, 0.000504882
7, 0.453337, 0.000546731
8, 0.441272, 0.000585069
9, 0.431158, 0.00062012
10, 0.422516, 0.000653197
11, 0.414967, 0.000683506
12, 0.408279, 0.000712044
13, 0.402296, 0.000738991
14, 0.39695, 0.000763714
15, 0.392146, 0.000786393
16, 0.3878, 0.000807808
17, 0.383876, 0.000828574
18, 0.380267, 0.000848109
19, 0.376997, 0.000866252
20, 0.373954, 0.000883994
21, 0.371156, 0.000900993
22, 0.368586, 0.000917155
23, 0.366177, 0.000932708
24, 0.363951, 0.000947287
25, 0.361869, 0.000961714
26, 0.359958, 0.000975442
27, 0.358151, 0.000988613
28, 0.356441, 0.00100227
29, 0.35481, 0.00101552
30, 0.35325, 0.00102813
31, 0.351837, 0.00103947
32, 0.35052, 0.00105057
33, 0.349337, 0.00106111
34, 0.348263, 0.00107083
35, 0.347219, 0.0010812
36, 0.346226, 0.00109116
37, 0.345259, 0.00110112
38, 0.344364, 0.00111068
39, 0.343435, 0.00111987
40, 0.34254, 0.0011287
41, 0.341639, 0.00113702
42, 0.340745, 0.00114447
43, 0.339879, 0.00115148
44, 0.339044, 0.00115747
45, 0.338204, 0.00116278
46, 0.33742, 0.00116691
47, 0.336722, 0.00117058
48, 0.336024, 0.00117484
49, 0.335361, 0.00117909
50, 0.334716, 0.00118352
51, 0.334115, 0.00118802
52, 0.333596, 0.00119247
53, 0.333107, 0.00119595
54, 0.332677, 0.00119914
55, 0.332309, 0.00120332
56, 0.33197, 0.00120656
57, 0.331687, 0.00120922
58, 0.331402, 0.00121174
59, 0.331131, 0.00121437
60, 0.33093, 0.00121615
61, 0.330811, 0.00121772
62, 0.330741, 0.00121955
63, 0.330674, 0.00122255
64, 0.33061, 0.0012253
65, 0.330488, 0.00122801
66, 0.330396, 0.00123092
67, 0.330326, 0.00123393
68, 0.330239, 0.00123694
69, 0.33016, 0.00123996
70, 0.330107, 0.00124256
71, 0.330056, 0.0012445
72, 0.330028, 0.00124744
73, 0.330029, 0.00125132
74, 0.330046, 0.00125337
75, 0.330025, 0.00125443
76, 0.330057, 0.00125502
77, 0.330116, 0.00125576
78, 0.330191, 0.00125678
79, 0.330213, 0.00125783
80, 0.330232, 0.00125918
81, 0.330223, 0.00125928
82, 0.330191, 0.00125891
83, 0.330144, 0.00125907
84, 0.330135, 0.00126001
85, 0.330119, 0.00126115
86, 0.330013, 0.00126373
87, 0.329899, 0.00126674
88, 0.329709, 0.00127013
89, 0.329542, 0.00127329
90, 0.329354, 0.00127528
91, 0.329134, 0.00127772
92, 0.328869, 0.00128041
93, 0.328622, 0.00128246
94, 0.328396, 0.00128498
95, 0.328165, 0.00128734
96, 0.327964, 0.00128947
97, 0.327756, 0.0012921
98, 0.327565, 0.0012958
99, 0.327345, 0.00130015
100, 0.327115, 0.00130464
101, 0.326928, 0.00130829
102, 0.326746, 0.00131236
103, 0.326526, 0.00131699
104, 0.326292, 0.00132183
105, 0.326071, 0.00132682
106, 0.325828, 0.00133226
107, 0.325555, 0.00133677
108, 0.325274, 0.00134089
109, 0.325011, 0.00134478
110, 0.32482, 0.00134765
111, 0.324649, 0.00134995
112, 0.324539, 0.00135226
113, 0.324459, 0.00135451
114, 0.32437, 0.00135674
115, 0.324284, 0.00135855
116, 0.32423, 0.00136017
117, 0.324143, 0.00136129
118, 0.324044, 0.00136265
119, 0.323978, 0.00136411
120, 0.323922, 0.00136507
121, 0.323846, 0.00136608
122, 0.32381, 0.00136714
123, 0.323825, 0.0013674
124, 0.323789, 0.00136932
125, 0.323753, 0.00137114
126, 0.323736, 0.0013726
127, 0.32375, 0.00137304
128, 0.323751, 0.00137346

2.274
1, 0.706899, 0.000175112
2, 0.59523, 0.000293024
3, 0.537368, 0.000383554
4, 0.500754, 0.000459806
5, 0.474729, 0.000525376
6, 0.454826, 0.000584654
7, 0.438981, 0.0006386
8, 0.425948, 0.000686813
9, 0.415035, 0.000732167
10, 0.405746, 0.000773282
11, 0.397696, 0.000811789
12, 0.390673, 0.000847947
13, 0.384485, 0.0008817
14, 0.378989, 0.000912093
15, 0.3741, 0.000940422
16, 0.369656, 0.000967732
17, 0.365633, 0.000993041
18, 0.361891, 0.00101692
19, 0.358439, 0.00103904
20, 0.355295, 0.00106042
21, 0.352413, 0.0010814
22, 0.349764, 0.00110097
23, 0.347331, 0.00111989
24, 0.345093, 0.00113867
25, 0.343008, 0.00115639
26, 0.341072, 0.00117364
27, 0.339233, 0.00118904
28, 0.33755, 0.00120366
29, 0.336026, 0.00121788
30, 0.33461, 0.00123165
31, 0.333274, 0.0012446
32, 0.331993, 0.00125627
