1.5, 0.986488, 3.08598e-05, -124.871, 0.00651915, 0.295011, 6.1395
1.72222, 0.967524, 5.55834e-05, -120.99, 0.0101082, 0.617746, 8.03308
1.94444, 0.92775, 0.000107756, -114.129, 0.0149844, 1.20235, 9.94914
2.16667, 0.821298, 0.000368826, -101.763, 0.0234924, 2.65223, 12.4797
2.38889, 0.084373, 0.00124216, -77.8737, 0.0253437, 2.79958, 9.34834
2.61111, 0.0368158, 0.000539043, -65.3033, 0.0213484, 1.81741, 6.04088
2.83333, 0.0251538, 0.000370218, -57.0553, 0.0193921, 1.38198, 4.41783
3.05556, 0.020138, 0.000299098, -50.9201, 0.0184881, 1.16478, 3.48595
3.27778, 0.017144, 0.000257761, -46.1383, 0.0176317, 0.987543, 2.80759
3.5, 0.0153541, 0.000226686, -42.2331, 0.0172324, 0.883428, 2.35313
